"","Indirect","Direct"
"1",0.454374006785536,0.545625993214464
"2",0.513947547374837,0.486052452625163
"3",0.546830382323619,0.453169617676381
"4",0.756594209795153,0.243405790204847
"5",0.906733434998068,0.093266565001932
"6",0.987698281922183,0.0123017180778167
"7",0.999294352263726,0.000705647736274072
"8",0.998906528496533,0.00109347150346736
"9",0.999822924450692,0.000177075549307849
"10",0.999537247320877,0.000462752679122812
"11",0.999601696559728,0.000398303440271579
"12",0.99830665303675,0.00169334696325009
"13",0.998058836938525,0.0019411630614752
"14",0.998481053762989,0.00151894623701097
"15",0.997098069824614,0.00290193017538619
"16",0.999351814605959,0.000648185394040989
"17",0.893623272485261,0.106376727514739
"18",0.882000931329215,0.117999068670785
"19",0.869310691132282,0.130689308867718
"20",0.520623569891579,0.479376430108421
"21",0.0181463225155169,0.981853677484483
"22",0.0034821515256578,0.996517848474342
"23",0.00041139852037679,0.999588601479623
"24",2.74945997091472e-05,0.999972505400291
"25",1.00820323541889e-05,0.999989917967646
"26",1.50776191926131e-05,0.999984922380807
"27",1.29473941510759e-05,0.999987052605849
"28",0.573936703746203,0.426063296253797
"29",0.6352025752652,0.3647974247348
"30",0.521780830130096,0.478219169869904
"31",0.519845012005548,0.480154987994452
"32",0.516711292374838,0.483288707625162
"33",0.506517668459009,0.493482331540991
"34",0.495770872429191,0.504229127570809
